sequence,target_points,loaded_points,frames_used,car,tree,building,bbox_x,bbox_y,bbox_z,algorithm,best_ms,mean_ms,fps_best,clusters,ply_path
00,700000,700000,124,91506,311907,296587,105.017000,8.595000,186.427000,FEC,1528.941755,1528.941755,0.654047,229,reports/semantic_kitti_seq00_static/seq00_static_700k.ply
00,750000,750000,133,98053,333407,318540,109.798000,8.874000,186.427000,FEC,1692.660055,1692.660055,0.590786,235,reports/semantic_kitti_seq00_static/seq00_static_750k.ply
00,800000,800000,143,103218,357918,338864,111.767000,8.874000,186.427000,FEC,1859.866800,1859.866800,0.537673,239,reports/semantic_kitti_seq00_static/seq00_static_800k.ply
00,850000,850000,153,106292,384461,359247,123.768000,8.990000,186.427000,FEC,2074.602748,2074.602748,0.482020,247,reports/semantic_kitti_seq00_static/seq00_static_850k.ply
00,900000,900000,165,109859,411007,379134,131.836000,9.015000,186.496000,FEC,2295.482742,2295.482742,0.435638,262,reports/semantic_kitti_seq00_static/seq00_static_900k.ply
00,950000,950000,175,113325,443948,392727,141.282000,9.015000,189.314000,FEC,2607.629843,2607.629843,0.383490,278,reports/semantic_kitti_seq00_static/seq00_static_950k.ply
00,1000000,1000000,184,118153,473389,408458,147.394000,9.230000,189.401000,FEC,2771.704213,2771.704213,0.360789,286,reports/semantic_kitti_seq00_static/seq00_static_1M.ply
00,1050000,1050000,195,123131,503659,423210,150.549000,9.959000,189.401000,FEC,3036.188943,3036.188943,0.329360,303,reports/semantic_kitti_seq00_static/seq00_static_1050k.ply
00,1100000,1100000,203,127760,531614,440626,150.549000,9.960000,189.401000,FEC,3341.548258,3341.548258,0.299262,313,reports/semantic_kitti_seq00_static/seq00_static_1100k.ply
00,1150000,1150000,213,132749,554878,462373,156.970000,10.369000,192.392000,FEC,3569.473985,3569.473985,0.280153,318,reports/semantic_kitti_seq00_static/seq00_static_1150k.ply
00,1200000,1200000,227,137957,578052,483991,158.678000,10.369000,199.219000,FEC,3824.333049,3824.333049,0.261484,315,reports/semantic_kitti_seq00_static/seq00_static_1200k.ply
00,1250000,1250000,241,142603,600144,507253,158.678000,10.480000,204.038000,FEC,4237.459123,4237.459123,0.235990,323,reports/semantic_kitti_seq00_static/seq00_static_1250k.ply
00,1300000,1300000,252,146749,621481,531770,164.942000,10.754000,215.448000,FEC,4669.037690,4669.037690,0.214177,328,reports/semantic_kitti_seq00_static/seq00_static_1300k.ply
00,1350000,1350000,262,150642,642171,557187,167.989000,10.754000,222.958000,FEC,4793.559452,4793.559452,0.208613,350,reports/semantic_kitti_seq00_static/seq00_static_1350k.ply
00,1400000,1400000,270,153729,662488,583783,167.989000,10.945000,231.242000,FEC,5188.387659,5188.387659,0.192738,360,reports/semantic_kitti_seq00_static/seq00_static_1400k.ply
00,1450000,1450000,283,159300,681229,609471,172.028000,12.171000,240.181000,FEC,5506.929642,5506.929642,0.181589,371,reports/semantic_kitti_seq00_static/seq00_static_1450k.ply
00,1500000,1500000,292,163418,699908,636674,172.028000,12.171000,249.602000,FEC,5912.405595,5912.405595,0.169136,379,reports/semantic_kitti_seq00_static/seq00_static_1500k.ply
00,1550000,1550000,300,168090,727419,654491,174.019000,12.171000,256.100000,FEC,6446.162868,6446.162868,0.155131,400,reports/semantic_kitti_seq00_static/seq00_static_1550k.ply
00,1600000,1600000,308,172096,753718,674186,174.256000,12.171000,262.431000,FEC,7030.108844,7030.108844,0.142245,417,reports/semantic_kitti_seq00_static/seq00_static_1600k.ply
00,1650000,1650000,320,179611,773054,697335,174.256000,12.171000,271.302000,FEC,7340.437775,7340.437775,0.136232,422,reports/semantic_kitti_seq00_static/seq00_static_1650k.ply
00,1700000,1700000,328,184993,798672,716335,174.256000,12.171000,277.302000,FEC,7687.886416,7687.886416,0.130075,433,reports/semantic_kitti_seq00_static/seq00_static_1700k.ply
00,1750000,1750000,341,191012,823171,735817,174.256000,12.171000,290.142000,FEC,7958.139415,7958.139415,0.125658,445,reports/semantic_kitti_seq00_static/seq00_static_1750k.ply
00,1800000,1800000,351,194982,851802,753216,174.256000,12.171000,298.347000,FEC,8799.421334,8799.421334,0.113644,464,reports/semantic_kitti_seq00_static/seq00_static_1800k.ply
00,1850000,1850000,361,200804,883836,765360,174.256000,12.171000,304.685000,FEC,8912.041722,8912.041722,0.112208,479,reports/semantic_kitti_seq00_static/seq00_static_1850k.ply
00,1900000,1900000,370,204264,921274,774462,174.256000,12.488000,311.091000,FEC,9368.343368,9368.343368,0.106742,492,reports/semantic_kitti_seq00_static/seq00_static_1900k.ply
00,1950000,1950000,379,207442,958454,784104,174.256000,13.316000,317.152000,FEC,10356.118220,10356.118220,0.096561,505,reports/semantic_kitti_seq00_static/seq00_static_1950k.ply
00,2000000,2000000,390,211501,989349,799150,174.256000,13.316000,323.650000,FEC,10515.144747,10515.144747,0.095101,508,reports/semantic_kitti_seq00_static/seq00_static_2M.ply
00,2050000,2050000,402,215111,1016848,818041,174.256000,13.316000,331.766000,FEC,10980.955781,10980.955781,0.091067,520,reports/semantic_kitti_seq00_static/seq00_static_2050k.ply
00,2100000,2100000,412,219648,1040515,839837,174.256000,13.316000,337.813000,FEC,11585.538373,11585.538373,0.086315,539,reports/semantic_kitti_seq00_static/seq00_static_2100k.ply
00,2150000,2150000,421,222481,1068215,859304,174.256000,13.316000,341.334000,FEC,12147.670115,12147.670115,0.082320,552,reports/semantic_kitti_seq00_static/seq00_static_2150k.ply
00,2200000,2200000,428,224544,1102759,872697,174.256000,13.792000,343.214000,FEC,12882.987935,12882.987935,0.077622,583,reports/semantic_kitti_seq00_static/seq00_static_2200k.ply
00,2250000,2250000,439,227830,1135588,886582,174.256000,13.792000,343.976000,FEC,13972.322141,13972.322141,0.071570,583,reports/semantic_kitti_seq00_static/seq00_static_2250k.ply
00,2300000,2300000,451,230964,1164769,904267,174.256000,13.792000,343.976000,FEC,14661.633981,14661.633981,0.068205,588,reports/semantic_kitti_seq00_static/seq00_static_2300k.ply
00,2350000,2350000,460,234115,1188894,926991,174.256000,13.792000,343.976000,FEC,15065.411037,15065.411037,0.066377,611,reports/semantic_kitti_seq00_static/seq00_static_2350k.ply
00,2400000,2400000,468,236578,1214120,949302,174.256000,13.792000,343.976000,FEC,16172.892032,16172.892032,0.061832,622,reports/semantic_kitti_seq00_static/seq00_static_2400k.ply
00,2450000,2450000,482,241707,1235882,972411,174.256000,13.792000,343.976000,FEC,17245.773832,17245.773832,0.057985,631,reports/semantic_kitti_seq00_static/seq00_static_2450k.ply
00,2500000,2500000,492,247541,1256663,995796,174.256000,13.792000,343.976000,FEC,17235.689803,17235.689803,0.058019,642,reports/semantic_kitti_seq00_static/seq00_static_2500k.ply
00,2550000,2550000,500,251077,1277465,1021458,174.256000,13.792000,343.976000,FEC,17590.227113,17590.227113,0.056850,653,reports/semantic_kitti_seq00_static/seq00_static_2550k.ply
00,2600000,2600000,511,255000,1301813,1043187,174.256000,13.792000,343.976000,FEC,18657.008500,18657.008500,0.053599,655,reports/semantic_kitti_seq00_static/seq00_static_2600k.ply
00,2650000,2650000,525,264149,1323815,1062036,174.428000,13.792000,343.976000,FEC,19383.027343,19383.027343,0.051592,671,reports/semantic_kitti_seq00_static/seq00_static_2650k.ply
00,2700000,2700000,540,277739,1339948,1082313,177.600000,13.792000,343.976000,FEC,19602.597271,19602.597271,0.051014,695,reports/semantic_kitti_seq00_static/seq00_static_2700k.ply
00,2750000,2750000,567,288370,1358212,1103418,178.620000,13.792000,343.976000,FEC,20491.784549,20491.784549,0.048800,716,reports/semantic_kitti_seq00_static/seq00_static_2750k.ply
00,2800000,2800000,582,295956,1371973,1132071,182.201000,13.792000,343.976000,FEC,21204.024142,21204.024142,0.047161,724,reports/semantic_kitti_seq00_static/seq00_static_2800k.ply
00,2850000,2850000,592,305293,1384234,1160473,183.528000,13.792000,344.179000,FEC,22035.252637,22035.252637,0.045382,729,reports/semantic_kitti_seq00_static/seq00_static_2850k.ply
00,2900000,2900000,604,315802,1396122,1188076,184.550000,13.792000,350.919000,FEC,22494.629093,22494.629093,0.044455,738,reports/semantic_kitti_seq00_static/seq00_static_2900k.ply
00,2950000,2950000,619,327179,1408957,1213864,184.550000,13.792000,363.081000,FEC,22999.069435,22999.069435,0.043480,742,reports/semantic_kitti_seq00_static/seq00_static_2950k.ply
00,3000000,3000000,627,333711,1429499,1236790,186.236000,13.792000,370.594000,FEC,23887.145685,23887.145685,0.041864,761,reports/semantic_kitti_seq00_static/seq00_static_3M.ply
00,3050000,3050000,636,342122,1450026,1257852,186.928000,13.792000,378.450000,FEC,25202.545962,25202.545962,0.039679,769,reports/semantic_kitti_seq00_static/seq00_static_3050k.ply
00,3100000,3100000,648,358364,1457499,1284137,186.928000,13.792000,392.512000,FEC,25883.859003,25883.859003,0.038634,768,reports/semantic_kitti_seq00_static/seq00_static_3100k.ply
00,3150000,3150000,661,371645,1463949,1314406,186.928000,13.792000,405.662000,FEC,26958.399254,26958.399254,0.037094,778,reports/semantic_kitti_seq00_static/seq00_static_3150k.ply
00,3200000,3200000,676,387175,1472044,1340781,186.928000,13.792000,417.522000,FEC,27473.430640,27473.430640,0.036399,796,reports/semantic_kitti_seq00_static/seq00_static_3200k.ply
00,3250000,3250000,689,402514,1482132,1365354,186.928000,13.792000,434.264000,FEC,28309.433591,28309.433591,0.035324,803,reports/semantic_kitti_seq00_static/seq00_static_3250k.ply
00,3300000,3300000,699,412406,1498094,1389500,191.481000,13.792000,444.293000,FEC,28685.351457,28685.351457,0.034861,809,reports/semantic_kitti_seq00_static/seq00_static_3300k.ply
00,3350000,3350000,709,418782,1512860,1418358,191.606000,13.792000,453.134000,FEC,29517.897620,29517.897620,0.033878,820,reports/semantic_kitti_seq00_static/seq00_static_3350k.ply
00,3400000,3400000,722,426698,1528887,1444415,191.606000,13.792000,462.739000,FEC,30240.383782,30240.383782,0.033068,840,reports/semantic_kitti_seq00_static/seq00_static_3400k.ply
00,3450000,3450000,736,435862,1548358,1465780,193.768000,13.792000,468.139000,FEC,32105.467987,32105.467987,0.031147,879,reports/semantic_kitti_seq00_static/seq00_static_3450k.ply
00,3500000,3500000,746,441208,1564538,1494254,196.734000,13.792000,470.908000,FEC,32828.566660,32828.566660,0.030461,880,reports/semantic_kitti_seq00_static/seq00_static_3500k.ply
00,3550000,3550000,758,446921,1580561,1522518,203.795000,13.792000,471.961000,FEC,33516.986635,33516.986635,0.029836,886,reports/semantic_kitti_seq00_static/seq00_static_3550k.ply
00,3600000,3600000,775,452849,1595967,1551184,214.723000,13.792000,471.961000,FEC,34153.910223,34153.910223,0.029279,892,reports/semantic_kitti_seq00_static/seq00_static_3600k.ply
00,3650000,3650000,788,457638,1613324,1579038,224.386000,13.792000,471.961000,FEC,34505.914668,34505.914668,0.028981,900,reports/semantic_kitti_seq00_static/seq00_static_3650k.ply
00,3700000,3700000,799,462021,1635919,1602060,237.738000,13.792000,471.961000,FEC,35706.974657,35706.974657,0.028006,903,reports/semantic_kitti_seq00_static/seq00_static_3700k.ply
00,3750000,3750000,807,465383,1663509,1621108,244.348000,13.792000,471.961000,FEC,36697.913995,36697.913995,0.027250,924,reports/semantic_kitti_seq00_static/seq00_static_3750k.ply
00,3800000,3800000,813,467211,1695904,1636885,249.559000,13.792000,471.961000,FEC,37243.529934,37243.529934,0.026850,943,reports/semantic_kitti_seq00_static/seq00_static_3800k.ply
00,3850000,3850000,820,468473,1729521,1652006,255.268000,13.792000,471.961000,FEC,38219.420685,38219.420685,0.026165,945,reports/semantic_kitti_seq00_static/seq00_static_3850k.ply
00,3900000,3900000,829,469635,1761690,1668675,263.153000,13.792000,471.961000,FEC,39893.954188,39893.954188,0.025066,958,reports/semantic_kitti_seq00_static/seq00_static_3900k.ply
00,3950000,3950000,842,475461,1785493,1689046,270.968000,13.792000,471.961000,FEC,41268.821705,41268.821705,0.024231,967,reports/semantic_kitti_seq00_static/seq00_static_3950k.ply
00,4000000,4000000,853,482965,1805107,1711928,277.840000,13.792000,471.961000,FEC,42555.319063,42555.319063,0.023499,1002,reports/semantic_kitti_seq00_static/seq00_static_4M.ply
00,4050000,4050000,862,488922,1825138,1735940,283.398000,13.792000,471.961000,FEC,43533.511089,43533.511089,0.022971,1022,reports/semantic_kitti_seq00_static/seq00_static_4050k.ply
00,4100000,4100000,872,495320,1843073,1761607,292.027000,13.792000,471.961000,FEC,45016.782233,45016.782233,0.022214,1022,reports/semantic_kitti_seq00_static/seq00_static_4100k.ply
00,4150000,4150000,883,498671,1861922,1789407,303.678000,13.792000,471.961000,FEC,45866.006805,45866.006805,0.021803,1042,reports/semantic_kitti_seq00_static/seq00_static_4150k.ply
00,4200000,4200000,891,500828,1884772,1814400,311.200000,13.792000,471.961000,FEC,46920.401988,46920.401988,0.021313,1037,reports/semantic_kitti_seq00_static/seq00_static_4200k.ply
00,4250000,4250000,899,503004,1912950,1834046,318.470000,13.792000,471.961000,FEC,47936.278571,47936.278571,0.020861,1060,reports/semantic_kitti_seq00_static/seq00_static_4250k.ply
00,4300000,4300000,905,506030,1938503,1855467,324.048000,13.792000,471.961000,FEC,49168.089120,49168.089120,0.020338,1070,reports/semantic_kitti_seq00_static/seq00_static_4300k.ply
00,4350000,4350000,911,508994,1964943,1876063,330.038000,13.792000,471.961000,FEC,49958.567071,49958.567071,0.020017,1079,reports/semantic_kitti_seq00_static/seq00_static_4350k.ply
00,4400000,4400000,919,512430,1993346,1894224,337.310000,13.792000,471.961000,FEC,51601.227468,51601.227468,0.019379,1086,reports/semantic_kitti_seq00_static/seq00_static_4400k.ply
00,4450000,4450000,927,515640,2026018,1908342,339.372000,13.792000,471.961000,FEC,52633.326458,52633.326458,0.018999,1099,reports/semantic_kitti_seq00_static/seq00_static_4450k.ply
00,4500000,4500000,937,518041,2060740,1921219,349.591000,13.792000,471.961000,FEC,53539.271783,53539.271783,0.018678,1110,reports/semantic_kitti_seq00_static/seq00_static_4500k.ply
00,4550000,4550000,945,522197,2091538,1936265,354.666000,13.792000,471.961000,FEC,54725.280876,54725.280876,0.018273,1117,reports/semantic_kitti_seq00_static/seq00_static_4550k.ply
00,4600000,4600000,953,525972,2122003,1952025,357.377000,13.792000,471.961000,FEC,56154.133084,56154.133084,0.017808,1138,reports/semantic_kitti_seq00_static/seq00_static_4600k.ply
00,4650000,4650000,962,530201,2150790,1969009,358.222000,13.792000,471.961000,FEC,57588.814845,57588.814845,0.017364,1144,reports/semantic_kitti_seq00_static/seq00_static_4650k.ply
00,4700000,4700000,972,534364,2181082,1984554,358.222000,13.792000,471.961000,FEC,58393.052530,58393.052530,0.017125,1137,reports/semantic_kitti_seq00_static/seq00_static_4700k.ply
00,4750000,4750000,983,536936,2216366,1996698,358.222000,14.962000,471.961000,FEC,59840.632497,59840.632497,0.016711,1143,reports/semantic_kitti_seq00_static/seq00_static_4750k.ply
00,4800000,4800000,992,539008,2250775,2010217,358.222000,14.962000,471.961000,FEC,61733.567599,61733.567599,0.016199,1168,reports/semantic_kitti_seq00_static/seq00_static_4800k.ply
00,4850000,4850000,1000,542269,2277938,2029793,358.222000,14.962000,471.961000,FEC,62629.067326,62629.067326,0.015967,1172,reports/semantic_kitti_seq00_static/seq00_static_4850k.ply
00,4900000,4900000,1008,545258,2307088,2047654,358.222000,14.962000,471.961000,FEC,64344.709615,64344.709615,0.015541,1169,reports/semantic_kitti_seq00_static/seq00_static_4900k.ply
00,4950000,4950000,1015,548865,2332094,2069041,358.222000,14.962000,471.961000,FEC,64771.371100,64771.371100,0.015439,1184,reports/semantic_kitti_seq00_static/seq00_static_4950k.ply
00,5000000,5000000,1023,552253,2359605,2088142,358.222000,15.616000,471.961000,FEC,66167.669386,66167.669386,0.015113,1199,reports/semantic_kitti_seq00_static/seq00_static_5M.ply
00,50000,50000,3,3568,31046,15386,68.269000,5.795000,100.897000,FECunion,14.931734,14.931734,66.971458,39,reports/semantic_kitti_seq00_static/seq00_static_50k.ply
00,100000,100000,8,7739,63214,29047,68.269000,5.987000,103.673000,FECunion,30.805455,30.805455,32.461783,78,reports/semantic_kitti_seq00_static/seq00_static_100k.ply
00,150000,150000,15,12589,92797,44614,87.181000,6.392000,110.297000,FECunion,50.170761,50.170761,19.931928,88,reports/semantic_kitti_seq00_static/seq00_static_150k.ply
00,200000,200000,24,17167,117201,65632,91.263000,6.710000,117.872000,FECunion,64.211432,64.211432,15.573551,112,reports/semantic_kitti_seq00_static/seq00_static_200k.ply
00,250000,250000,32,22335,139605,88060,93.897000,6.948000,125.930000,FECunion,82.530115,82.530115,12.116789,133,reports/semantic_kitti_seq00_static/seq00_static_250k.ply
00,300000,300000,43,29996,155802,114202,93.897000,6.948000,133.388000,FECunion,97.575315,97.575315,10.248494,145,reports/semantic_kitti_seq00_static/seq00_static_300k.ply
00,350000,350000,54,38150,167738,144112,95.704000,7.053000,146.328000,FECunion,110.615421,110.615421,9.040331,156,reports/semantic_kitti_seq00_static/seq00_static_350k.ply
00,400000,400000,62,43609,182330,174061,96.071000,7.160000,155.180000,FECunion,135.669066,135.669066,7.370877,171,reports/semantic_kitti_seq00_static/seq00_static_400k.ply
00,450000,450000,71,50880,201057,198063,96.071000,7.329000,163.493000,FECunion,145.108422,145.108422,6.891399,180,reports/semantic_kitti_seq00_static/seq00_static_450k.ply
00,500000,500000,84,61134,218676,220190,96.071000,7.780000,172.488000,FECunion,158.067482,158.067482,6.326412,181,reports/semantic_kitti_seq00_static/seq00_static_500k.ply
00,550000,550000,94,69731,243089,237180,97.134000,7.969000,178.912000,FECunion,195.466375,195.466375,5.115969,200,reports/semantic_kitti_seq00_static/seq00_static_550k.ply
00,600000,600000,104,77699,267009,255292,98.740000,8.239000,183.251000,FECunion,200.172905,200.172905,4.995681,221,reports/semantic_kitti_seq00_static/seq00_static_600k.ply
00,650000,650000,115,84755,291279,273966,102.236000,8.239000,186.316000,FECunion,222.532545,222.532545,4.493725,225,reports/semantic_kitti_seq00_static/seq00_static_650k.ply
00,700000,700000,124,91506,311907,296587,105.017000,8.595000,186.427000,FECunion,230.186835,230.186835,4.344297,229,reports/semantic_kitti_seq00_static/seq00_static_700k.ply
00,750000,750000,133,98053,333407,318540,109.798000,8.874000,186.427000,FECunion,247.541799,247.541799,4.039722,235,reports/semantic_kitti_seq00_static/seq00_static_750k.ply
00,800000,800000,143,103218,357918,338864,111.767000,8.874000,186.427000,FECunion,270.691780,270.691780,3.694239,239,reports/semantic_kitti_seq00_static/seq00_static_800k.ply
00,850000,850000,153,106292,384461,359247,123.768000,8.990000,186.427000,FECunion,289.471829,289.471829,3.454568,247,reports/semantic_kitti_seq00_static/seq00_static_850k.ply
00,900000,900000,165,109859,411007,379134,131.836000,9.015000,186.496000,FECunion,308.735539,308.735539,3.239018,262,reports/semantic_kitti_seq00_static/seq00_static_900k.ply
00,950000,950000,175,113325,443948,392727,141.282000,9.015000,189.314000,FECunion,325.665014,325.665014,3.070640,278,reports/semantic_kitti_seq00_static/seq00_static_950k.ply
00,1000000,1000000,184,118153,473389,408458,147.394000,9.230000,189.401000,FECunion,342.891532,342.891532,2.916374,286,reports/semantic_kitti_seq00_static/seq00_static_1M.ply
00,1050000,1050000,195,123131,503659,423210,150.549000,9.959000,189.401000,FECunion,363.759677,363.759677,2.749068,303,reports/semantic_kitti_seq00_static/seq00_static_1050k.ply
00,1100000,1100000,203,127760,531614,440626,150.549000,9.960000,189.401000,FECunion,385.984506,385.984506,2.590778,313,reports/semantic_kitti_seq00_static/seq00_static_1100k.ply
00,1150000,1150000,213,132749,554878,462373,156.970000,10.369000,192.392000,FECunion,443.282782,443.282782,2.255896,318,reports/semantic_kitti_seq00_static/seq00_static_1150k.ply
00,1200000,1200000,227,137957,578052,483991,158.678000,10.369000,199.219000,FECunion,483.425703,483.425703,2.068570,315,reports/semantic_kitti_seq00_static/seq00_static_1200k.ply
00,1250000,1250000,241,142603,600144,507253,158.678000,10.480000,204.038000,FECunion,451.561857,451.561857,2.214536,323,reports/semantic_kitti_seq00_static/seq00_static_1250k.ply
00,1300000,1300000,252,146749,621481,531770,164.942000,10.754000,215.448000,FECunion,461.029872,461.029872,2.169057,328,reports/semantic_kitti_seq00_static/seq00_static_1300k.ply
00,1350000,1350000,262,150642,642171,557187,167.989000,10.754000,222.958000,FECunion,489.087018,489.087018,2.044626,350,reports/semantic_kitti_seq00_static/seq00_static_1350k.ply
00,1400000,1400000,270,153729,662488,583783,167.989000,10.945000,231.242000,FECunion,496.956575,496.956575,2.012248,360,reports/semantic_kitti_seq00_static/seq00_static_1400k.ply
00,1450000,1450000,283,159300,681229,609471,172.028000,12.171000,240.181000,FECunion,515.425568,515.425568,1.940144,371,reports/semantic_kitti_seq00_static/seq00_static_1450k.ply
00,1500000,1500000,292,163418,699908,636674,172.028000,12.171000,249.602000,FECunion,543.221823,543.221823,1.840869,379,reports/semantic_kitti_seq00_static/seq00_static_1500k.ply
00,1550000,1550000,300,168090,727419,654491,174.019000,12.171000,256.100000,FECunion,564.789609,564.789609,1.770571,400,reports/semantic_kitti_seq00_static/seq00_static_1550k.ply
00,1600000,1600000,308,172096,753718,674186,174.256000,12.171000,262.431000,FECunion,593.156853,593.156853,1.685895,417,reports/semantic_kitti_seq00_static/seq00_static_1600k.ply
00,1650000,1650000,320,179611,773054,697335,174.256000,12.171000,271.302000,FECunion,595.632636,595.632636,1.678887,422,reports/semantic_kitti_seq00_static/seq00_static_1650k.ply
00,1700000,1700000,328,184993,798672,716335,174.256000,12.171000,277.302000,FECunion,625.081151,625.081151,1.599792,433,reports/semantic_kitti_seq00_static/seq00_static_1700k.ply
00,1750000,1750000,341,191012,823171,735817,174.256000,12.171000,290.142000,FECunion,673.068308,673.068308,1.485733,445,reports/semantic_kitti_seq00_static/seq00_static_1750k.ply
00,1800000,1800000,351,194982,851802,753216,174.256000,12.171000,298.347000,FECunion,651.950531,651.950531,1.533859,464,reports/semantic_kitti_seq00_static/seq00_static_1800k.ply
00,1850000,1850000,361,200804,883836,765360,174.256000,12.171000,304.685000,FECunion,672.333069,672.333069,1.487358,479,reports/semantic_kitti_seq00_static/seq00_static_1850k.ply
00,1900000,1900000,370,204264,921274,774462,174.256000,12.488000,311.091000,FECunion,711.481567,711.481567,1.405518,492,reports/semantic_kitti_seq00_static/seq00_static_1900k.ply
00,1950000,1950000,379,207442,958454,784104,174.256000,13.316000,317.152000,FECunion,704.664518,704.664518,1.419115,505,reports/semantic_kitti_seq00_static/seq00_static_1950k.ply
00,2000000,2000000,390,211501,989349,799150,174.256000,13.316000,323.650000,FECunion,724.354861,724.354861,1.380539,508,reports/semantic_kitti_seq00_static/seq00_static_2M.ply
00,2050000,2050000,402,215111,1016848,818041,174.256000,13.316000,331.766000,FECunion,747.567229,747.567229,1.337672,520,reports/semantic_kitti_seq00_static/seq00_static_2050k.ply
00,2100000,2100000,412,219648,1040515,839837,174.256000,13.316000,337.813000,FECunion,773.588134,773.588134,1.292678,539,reports/semantic_kitti_seq00_static/seq00_static_2100k.ply
00,2150000,2150000,421,222481,1068215,859304,174.256000,13.316000,341.334000,FECunion,811.840364,811.840364,1.231769,552,reports/semantic_kitti_seq00_static/seq00_static_2150k.ply
00,2200000,2200000,428,224544,1102759,872697,174.256000,13.792000,343.214000,FECunion,806.109375,806.109375,1.240526,583,reports/semantic_kitti_seq00_static/seq00_static_2200k.ply
00,2250000,2250000,439,227830,1135588,886582,174.256000,13.792000,343.976000,FECunion,845.824064,845.824064,1.182279,583,reports/semantic_kitti_seq00_static/seq00_static_2250k.ply
00,2300000,2300000,451,230964,1164769,904267,174.256000,13.792000,343.976000,FECunion,895.042526,895.042526,1.117265,588,reports/semantic_kitti_seq00_static/seq00_static_2300k.ply
00,2350000,2350000,460,234115,1188894,926991,174.256000,13.792000,343.976000,FECunion,881.892271,881.892271,1.133925,611,reports/semantic_kitti_seq00_static/seq00_static_2350k.ply
00,2400000,2400000,468,236578,1214120,949302,174.256000,13.792000,343.976000,FECunion,889.664712,889.664712,1.124019,622,reports/semantic_kitti_seq00_static/seq00_static_2400k.ply
00,2450000,2450000,482,241707,1235882,972411,174.256000,13.792000,343.976000,FECunion,937.520065,937.520065,1.066644,631,reports/semantic_kitti_seq00_static/seq00_static_2450k.ply
00,2500000,2500000,492,247541,1256663,995796,174.256000,13.792000,343.976000,FECunion,936.368506,936.368506,1.067956,642,reports/semantic_kitti_seq00_static/seq00_static_2500k.ply
00,2550000,2550000,500,251077,1277465,1021458,174.256000,13.792000,343.976000,FECunion,939.623669,939.623669,1.064256,653,reports/semantic_kitti_seq00_static/seq00_static_2550k.ply
00,2600000,2600000,511,255000,1301813,1043187,174.256000,13.792000,343.976000,FECunion,969.530546,969.530546,1.031427,655,reports/semantic_kitti_seq00_static/seq00_static_2600k.ply
00,2650000,2650000,525,264149,1323815,1062036,174.428000,13.792000,343.976000,FECunion,985.742409,985.742409,1.014464,671,reports/semantic_kitti_seq00_static/seq00_static_2650k.ply
00,2700000,2700000,540,277739,1339948,1082313,177.600000,13.792000,343.976000,FECunion,994.720792,994.720792,1.005307,695,reports/semantic_kitti_seq00_static/seq00_static_2700k.ply
00,2750000,2750000,567,288370,1358212,1103418,178.620000,13.792000,343.976000,FECunion,1014.423020,1014.423020,0.985782,716,reports/semantic_kitti_seq00_static/seq00_static_2750k.ply
00,2800000,2800000,582,295956,1371973,1132071,182.201000,13.792000,343.976000,FECunion,1040.659607,1040.659607,0.960929,724,reports/semantic_kitti_seq00_static/seq00_static_2800k.ply
