frame_id,raw_points,static_points,accepted_points,ghost_rejected,density_rejected,fused_total
000088,120067,72239,4773,0,67466,526825
000089,120549,71197,4589,0,66608,531414
000090,120965,70279,4950,0,65329,536364
000091,121333,69859,5149,0,64710,541513
000092,121500,68809,5205,0,63604,546718
000093,121595,67233,5188,0,62045,551906
000094,121618,65332,5843,0,59489,557749
000095,121671,63285,4674,0,58611,562423
000096,121760,61777,5341,0,56436,567764
000097,121951,60522,5500,0,55022,573264
000098,122234,59292,5160,0,54132,578424
000099,122492,58108,5133,0,52975,583557
000100,122683,56978,4792,0,52186,588349
000101,122661,55748,4520,0,51228,592869
000102,122789,55122,4766,0,50356,597635
000103,122887,54472,5008,0,49464,602643
000104,123008,54064,5157,0,48907,607800
000105,123212,53849,4857,0,48992,612657
000106,123177,53257,5158,0,48099,617815
000107,123244,53071,4908,0,48163,622723
000108,123146,52841,4493,0,48348,627216
000109,123192,52764,5194,0,47570,632410
000110,123172,52569,4804,0,47765,637214
000111,123160,52304,3866,0,48438,641080
000112,123026,52215,3915,0,48300,644995
000113,122730,52173,4397,0,47776,649392
000114,122621,52410,3506,0,48904,652898
000115,122638,52405,4097,0,48308,656995
000116,122577,52651,3287,0,49364,660282
000117,122408,53068,4183,0,48885,664465
000118,121994,54006,4826,0,49180,669291
000119,121680,55079,6538,0,48541,675829
000120,121444,56189,6937,0,49252,682766
000121,121592,57278,7677,0,49601,690443
000122,121451,58387,6939,0,51448,697382
000123,121527,60420,7200,0,53220,704582
000124,121650,62739,6851,0,55888,711433
000125,121603,64939,6617,0,58322,718050
000126,121529,66809,5075,0,61734,723125
000127,120869,66839,4460,0,62379,727585
000128,120301,66866,4538,0,62328,732123
000129,118851,67298,4502,0,62796,736625
000130,118077,66788,5095,0,61693,741720
000131,116978,64656,6739,0,57917,748459
000132,115325,63888,6528,0,57360,754987
000133,114733,64271,5849,0,58422,760836
000134,115217,66696,5360,0,61336,766196
000135,114462,68876,4820,0,64056,771016
000136,114479,70914,5104,0,65810,776120
000137,115917,73998,4934,0,69064,781054
000138,117597,76144,4453,0,71691,785507
000139,118909,77475,4781,0,72694,790288
000140,119793,78256,4984,0,73272,795272
000141,120981,79276,4663,0,74613,799935
000142,121497,78012,4658,0,73354,804593
000143,121816,76233,4528,0,71705,809121
000144,121429,74365,4681,0,69684,813802
000145,121253,72797,5139,0,67658,818941
000146,120947,71486,5005,0,66481,823946
000147,120755,69410,5184,0,64226,829130
000148,121063,68713,5505,0,63208,834635
000149,121850,68400,5010,0,63390,839645
000150,122226,69275,4117,0,65158,843762
000151,121983,69493,3908,0,65585,847670
000152,122398,69411,4284,0,65127,851954
000153,122833,69337,4527,0,64810,856481
000154,123485,68696,4203,0,64493,860684
000155,124502,68826,4198,0,64628,864882
000156,125387,68849,4364,0,64485,869246
000157,125911,68490,4282,0,64208,873528
000158,126049,68021,3930,0,64091,877458
000159,126187,67588,4182,0,63406,881640
000160,126288,67535,4214,0,63321,885854
000161,126173,67655,4460,0,63195,890314
000162,126167,67967,4694,0,63273,895008
000163,126087,68303,4864,0,63439,899872
000164,125879,68751,4970,0,63781,904842
000165,125423,69641,4755,0,64886,909597
000166,124987,69680,4753,0,64927,914350
000167,123626,68232,4737,0,63495,919087
000168,122532,66593,5211,0,61382,924298
000169,121394,66582,4866,0,61716,929164
000170,120674,67209,4737,0,62472,933901
000171,119591,69018,4848,0,64170,938749
000172,118344,71647,5092,0,66555,943841
000173,116993,73315,4904,0,68411,948745
000174,116334,74654,5153,0,69501,953898
000175,115106,74731,5364,0,69367,959262
000176,113921,74191,5576,0,68615,964838
000177,112396,71993,5277,0,66716,970115
000178,112096,70495,4965,0,65530,975080
000179,111952,69338,5211,0,64127,980291
000180,111881,69639,5005,0,64634,985296
000181,112852,69895,5243,0,64652,990539
000182,114677,70832,4988,0,65844,995527
000183,116509,72072,4941,0,67131,1000468
000184,117476,72397,4277,0,68120,1004745
000185,118814,73060,4818,0,68242,1009563
000186,119616,72273,4586,0,67687,1014149
000187,121047,72243,4743,0,67500,1018892
000188,121819,73003,4525,0,68478,1023417
000189,122660,73833,4749,0,69084,1028166
000190,123174,74215,4955,0,69260,1033121
000191,123160,73525,4935,0,68590,1038056
000192,123489,72905,5357,0,67548,1043413
000193,123695,72374,5352,0,67022,1048765
000194,123805,72366,5452,0,66914,1054217
000195,123697,72374,5488,0,66886,1059705
000196,123276,72094,5373,0,66721,1065078
000197,123184,72263,6280,0,65983,1071358
000198,123034,71509,5988,0,65521,1077346
000199,122914,70465,6252,0,64213,1083598
000200,122651,69536,6387,0,63149,1089985
000201,122333,69246,5231,0,64015,1095216
000202,122501,69637,6022,0,63615,1101238
000203,122865,69778,6152,0,63626,1107390
000204,123207,69447,6494,0,62953,1113884
000205,123305,68818,6345,0,62473,1120229
000206,123260,67952,5413,0,62539,1125642
000207,122967,67384,4437,0,62947,1130079
000208,123061,67614,4380,0,63234,1134459
000209,122559,67519,4337,0,63182,1138796
000210,122027,67207,4093,0,63114,1142889
000211,121679,67563,4365,0,63198,1147254
000212,121386,68215,4697,0,63518,1151951
000213,121126,68955,4778,0,64177,1156729
000214,120989,69664,5231,0,64433,1161960
000215,120722,70141,4448,0,65693,1166408
000216,120438,70620,4019,0,66601,1170427
000217,120011,70450,3551,0,66899,1173978
000218,119858,70772,3321,0,67451,1177299
000219,119583,71317,3133,0,68184,1180432
000220,119432,71937,2996,0,68941,1183428
000221,119770,72673,3312,0,69361,1186740
000222,119877,73853,2958,0,70895,1189698
000223,119856,74815,2873,0,71942,1192571
000224,119683,75593,2844,0,72749,1195415
000225,119732,76349,3051,0,73298,1198466
000226,119141,76004,3223,0,72781,1201689
000227,118722,75475,3333,0,72142,1205022
000228,119444,75756,3234,0,72522,1208256
000229,119695,76084,3360,0,72724,1211616
000230,119477,75707,3291,0,72416,1214907
000231,119691,76358,3615,0,72743,1218522
000232,120297,77738,3932,0,73806,1222454
000233,120525,78158,3857,0,74301,1226311
000234,120080,78474,3807,0,74667,1230118
000235,119604,78820,3817,0,75003,1233935
000236,119873,79271,3927,0,75344,1237862
000237,120150,79619,4145,0,75474,1242007
000238,120135,79414,3481,0,75933,1245488
000239,119951,78856,3649,0,75207,1249137
000240,119328,78072,4332,0,73740,1253469
000241,118218,76238,3939,0,72299,1257408
000242,117861,74500,4029,0,70471,1261437
000243,117466,73807,4103,0,69704,1265540
000244,116907,72540,4670,0,67870,1270210
000245,115398,71973,5074,0,66899,1275284
000246,113815,72395,5048,0,67347,1280332
000247,113734,73768,4962,0,68806,1285294
000248,114195,75112,4879,0,70233,1290173
000249,114865,77193,4502,0,72691,1294675
000250,116583,78218,4204,0,74014,1298879
000251,117162,78302,4183,0,74119,1303062
000252,116714,76190,4304,0,71886,1307366
000253,116678,76264,4879,0,71385,1312245
000254,117878,76525,4880,0,71645,1317125
000255,119354,77046,5118,0,71928,1322243
000256,119605,76619,4819,0,71800,1327062
000257,120602,76695,5467,0,71228,1332529
000258,122611,76651,5273,0,71378,1337802
000259,124180,75980,5481,0,70499,1343283
000260,124776,75048,5664,0,69384,1348947
000261,125429,73968,6736,0,67232,1355683
000262,125934,72379,7282,0,65097,1362965
000263,126293,71924,6982,0,64942,1369947
000264,126327,71785,6013,0,65772,1375960
000265,126051,71787,5447,0,66340,1381407
000266,126168,72751,5146,0,67605,1386553
000267,126163,73712,4626,0,69086,1391179
000268,125891,74837,4959,0,69878,1396138
000269,125685,76320,6521,0,69799,1402659
000270,125516,76816,4570,0,72246,1407229
000271,125063,76198,3829,0,72369,1411058
000272,124361,75546,3541,0,72005,1414599
000273,123670,76394,3173,0,73221,1417772
000274,124086,79094,3013,0,76081,1420785
000275,124006,79848,3216,0,76632,1424001
000276,122847,78660,3429,0,75231,1427430
000277,122094,78861,3726,0,75135,1431156
000278,121468,78113,4014,0,74099,1435170
000279,120038,76849,4454,0,72395,1439624
000280,118735,75354,4994,0,70360,1444618
000281,117104,74443,4719,0,69724,1449337
000282,115794,73112,5158,0,67954,1454495
000283,115657,73161,5278,0,67883,1459773
000284,116060,75041,5157,0,69884,1464930
000285,116404,76439,4660,0,71779,1469590
000286,115192,73965,5743,0,68222,1475333
000287,112914,70848,5692,0,65156,1481025
000288,109940,67397,5611,0,61786,1486636
000289,108469,64415,4961,0,59454,1491597
000290,107769,62668,5274,0,57394,1496871
000291,108995,63268,5731,0,57537,1502602
000292,109085,64644,5476,0,59168,1508078
000293,111317,67321,6055,0,61266,1514133
000294,114115,67691,6404,0,61287,1520537
000295,116356,67917,6703,0,61214,1527240
000296,118295,68981,6984,0,61997,1534224
000297,120152,69186,6546,0,62640,1540770
000298,121569,68853,6933,0,61920,1547703
000299,122643,67831,6797,0,61034,1554500
000300,123338,66705,5825,0,60880,1560325
000301,123656,66903,5597,0,61306,1565922
000302,123808,68048,5440,0,62608,1571362
000303,123547,69615,6100,0,63515,1577462
000304,123573,70677,6079,0,64598,1583541
000305,123514,71000,6016,0,64984,1589557
000306,123388,71968,5425,0,66543,1594982
000307,124150,74655,5790,0,68865,1600772
000308,123663,77015,5826,0,71189,1606598
000309,122991,79438,4549,0,74889,1611147
000310,122353,81962,4471,0,77491,1615618
000311,122409,83467,4067,0,79400,1619685
000312,121910,83301,4093,0,79208,1623778
000313,121853,83482,3588,0,79894,1627366
000314,121903,84431,3999,0,80432,1631365
000315,120971,83529,4060,0,79469,1635425
000316,120201,82733,4080,0,78653,1639505
000317,120657,83378,4273,0,79105,1643778
000318,120878,82046,5178,0,76868,1648956
000319,121676,80790,6496,0,74294,1655452
000320,122629,80245,5770,0,74475,1661222
000321,122614,78886,6628,0,72258,1667850
000322,122204,77150,6767,0,70383,1674617
000323,122221,75949,5553,0,70396,1680170
000324,121896,75659,5678,0,69981,1685848
000325,121670,75615,5581,0,70034,1691429
000326,121448,76337,5224,0,71113,1696653
000327,121329,77116,4781,0,72335,1701434
000328,120850,77209,4656,0,72553,1706090
000329,120159,77525,4350,0,73175,1710440
000330,119774,77995,3532,0,74463,1713972
000331,121136,78924,3355,0,75569,1717327
000332,121852,79036,3387,0,75649,1720714
000333,123016,79776,3389,0,76387,1724103
000334,123729,80324,3182,0,77142,1727285
000335,124409,79994,3308,0,76686,1730593
000336,124883,78969,3700,0,75269,1734293
000337,125027,78074,3872,0,74202,1738165
000338,125173,76650,4124,0,72526,1742289
000339,125265,75466,4140,0,71326,1746429
000340,125109,75004,4569,0,70435,1750998
000341,124929,75319,4731,0,70588,1755729
000342,124672,76142,4675,0,71467,1760404
000343,124380,74548,4643,0,69905,1765047
000344,123733,72075,4651,0,67424,1769698
000345,122806,67759,4844,0,62915,1774542
000346,121732,61429,4797,0,56632,1779339
000347,120775,55215,5647,0,49568,1784986
000348,119829,51815,5414,0,46401,1790400
000349,118893,52432,5177,0,47255,1795577
000350,119106,58657,4922,0,53735,1800499
000351,118718,64948,4621,0,60327,1805120
000352,115913,68778,4353,0,64425,1809473
000353,113715,71660,4645,0,67015,1814118
000354,114152,74323,5034,0,69289,1819152
000355,115494,76052,4968,0,71084,1824120
000356,115985,75946,5701,0,70245,1829821
000357,117480,76191,5812,0,70379,1835633
000358,118823,76174,6069,0,70105,1841702
000359,118893,74903,5944,0,68959,1847646
000360,118769,74207,5568,0,68639,1853214
000361,118693,74080,5669,0,68411,1858883
000362,119762,75053,5672,0,69381,1864555
000363,120802,75638,6165,0,69473,1870720
000364,121571,75976,5470,0,70506,1876190
000365,122157,75978,5379,0,70599,1881569
000366,122671,76108,5051,0,71057,1886620
000367,123244,76471,4832,0,71639,1891452
000368,123813,75732,5130,0,70602,1896582
000369,124133,74458,4726,0,69732,1901308
000370,124221,72822,4908,0,67914,1906216
000371,124509,71661,4784,0,66877,1911000
000372,124460,70500,5057,0,65443,1916057
000373,124613,69747,5602,0,64145,1921659
000374,124600,69000,5886,0,63114,1927545
000375,124620,68440,5938,0,62502,1933483
000376,124484,67946,5600,0,62346,1939083
000377,124000,66612,5819,0,60793,1944902
000378,123744,65228,5536,0,59692,1950438
000379,123596,64593,5445,0,59148,1955883
000380,123343,64349,5051,0,59298,1960934
000381,123254,64315,5763,0,58552,1966697
000382,123163,63897,5236,0,58661,1971933
000383,123244,63762,5087,0,58675,1977020
000384,122844,63129,4991,0,58138,1982011
000385,122696,63319,4218,0,59101,1986229
000386,122725,63803,4275,0,59528,1990504
000387,122867,64188,4167,0,60021,1994671
000388,122976,64012,4737,0,59275,1999408
000389,123203,63864,4408,0,59456,2003816
000390,123397,64189,4726,0,59463,2008542
000391,123522,64198,4190,0,60008,2012732
000392,123631,64402,3989,0,60413,2016721
000393,124098,64829,3879,0,60950,2020600
000394,124357,65082,4154,0,60928,2024754
000395,124348,64923,4351,0,60572,2029105
000396,124346,64910,4136,0,60774,2033241
000397,124019,64798,3693,0,61105,2036934
000398,123655,64814,3969,0,60845,2040903
000399,123451,64594,3970,0,60624,2044873
000400,123434,64697,4122,0,60575,2048995
000401,123322,64462,4112,0,60350,2053107
000402,123488,64161,4026,0,60135,2057133
000403,123442,63721,4091,0,59630,2061224
000404,123605,63364,4936,0,58428,2066160
000405,123522,62577,4886,0,57691,2071046
000406,123476,61593,4970,0,56623,2076016
000407,123175,60362,4999,0,55363,2081015
000408,123093,59244,4931,0,54313,2085946
000409,123034,58615,4626,0,53989,2090572
000410,122986,57592,4738,0,52854,2095310
000411,122977,57158,4899,0,52259,2100209
000412,123055,57197,4360,0,52837,2104569
000413,122991,56890,4453,0,52437,2109022
000414,123065,56585,5039,0,51546,2114061
000415,122967,56070,5207,0,50863,2119268
000416,122820,55862,6280,0,49582,2125548
000417,122622,55575,6426,0,49149,2131974
000418,122661,55391,6307,0,49084,2138281
000419,122762,55183,6503,0,48680,2144784
000420,122967,54820,6186,0,48634,2150970
000421,123219,54610,6493,0,48117,2157463
000422,123361,54409,7291,0,47118,2164754
000423,123599,54421,7972,0,46449,2172726
000424,123632,54117,7722,0,46395,2180448
000425,123718,53983,7322,0,46661,2187770
000426,123621,53679,6474,0,47205,2194244
000427,123323,53411,6070,0,47341,2200314
000428,123351,53530,5511,0,48019,2205825
000429,123069,53525,5242,0,48283,2211067
000430,123112,54045,5252,0,48793,2216319
000431,123047,54908,4797,0,50111,2221116
000432,122946,55626,4711,0,50915,2225827
000433,122896,56634,4779,0,51855,2230606
000434,123197,58515,4364,0,54151,2234970
000435,123229,60401,4476,0,55925,2239446
000436,122849,61253,4602,0,56651,2244048
000437,122468,61768,4573,0,57195,2248621
000438,121435,61569,4427,0,57142,2253048
000439,119924,61459,4508,0,56951,2257556
000440,118286,61400,4601,0,56799,2262157
000441,116550,60490,4411,0,56079,2266568
000442,115071,59681,4092,0,55589,2270660
000443,114795,59399,3978,0,55421,2274638
000444,114768,59514,3915,0,55599,2278553
000445,113751,60580,3947,0,56633,2282500
000446,113146,61657,3799,0,57858,2286299
000447,112145,61134,3828,0,57306,2290127
000448,112542,61908,3939,0,57969,2294066
000449,112872,62695,4214,0,58481,2298280
000450,112906,62688,4826,0,57862,2303106
000451,112308,62282,4463,0,57819,2307569
000452,112573,60865,4617,0,56248,2312186
000453,114205,59520,4569,0,54951,2316755
000454,116907,60173,4880,0,55293,2321635
000455,118915,60601,5428,0,55173,2327063
000456,118458,59699,5249,0,54450,2332312
000457,118676,58802,5342,0,53460,2337654
000458,119663,58596,5890,0,52706,2343544
000459,120839,58899,6759,0,52140,2350303
000460,122380,59253,7058,0,52195,2357361
000461,123588,60446,7306,0,53140,2364667
000462,124173,60930,6985,0,53945,2371652
000463,124497,61345,6294,0,55051,2377946
000464,124597,62882,5993,0,56889,2383939
000465,124563,64111,5965,0,58146,2389904
000466,124528,65323,5653,0,59670,2395557
000467,124410,66619,5639,0,60980,2401196
000468,124271,68274,4953,0,63321,2406149
000469,123894,68839,4258,0,64581,2410407
000470,123148,68403,4445,0,63958,2414852
000471,121787,67431,3799,0,63632,2418651
000472,120539,66143,3882,0,62261,2422533
000473,119397,65529,3717,0,61812,2426250
000474,119657,65499,3736,0,61763,2429986
000475,119211,66253,3605,0,62648,2433591
000476,119548,67498,3322,0,64176,2436913
000477,119607,68717,3078,0,65639,2439991
000478,119515,68750,2869,0,65881,2442860
000479,119072,67797,3032,0,64765,2445892
000480,118761,68465,2982,0,65483,2448874
000481,118679,70145,3705,0,66440,2452579
000482,118672,73011,4093,0,68918,2456672
000483,117697,75252,4013,0,71239,2460685
000484,116458,75397,4268,0,71129,2464953
000485,115402,74311,4424,0,69887,2469377
000486,114982,72523,4684,0,67839,2474061
000487,115643,72593,4980,0,67613,2479041
000488,116345,71830,4944,0,66886,2483985
000489,115936,73597,5222,0,68375,2489207
000490,115737,76313,5334,0,70979,2494541
000491,116756,79921,5670,0,74251,2500211
000492,118294,81620,6045,0,75575,2506256
000493,119310,80527,6251,0,74276,2512507
000494,120056,79840,6775,0,73065,2519282
000495,121115,77842,6464,0,71378,2525746
000496,121804,75967,6659,0,69308,2532405
000497,123028,75486,6888,0,68598,2539293
000498,123673,75265,6339,0,68926,2545632
000499,124175,74775,6381,0,68394,2552013
000500,124446,74448,6351,0,68097,2558364
000501,124587,73249,5835,0,67414,2564199
000502,123626,70758,5029,0,65729,2569228
000503,123350,69327,4823,0,64504,2574051
000504,123015,68896,4524,0,64372,2578575
000505,122945,68417,4340,0,64077,2582915
000506,122772,68849,3880,0,64969,2586795
000507,122670,69719,3663,0,66056,2590458
000508,122178,70939,3425,0,67514,2593883
000509,122704,73316,3739,0,69577,2597622
000510,123383,74964,3738,0,71226,2601360
000511,123996,76224,3587,0,72637,2604947
000512,124470,77433,3702,0,73731,2608649
000513,124651,77998,3489,0,74509,2612138
000514,124837,78579,3745,0,74834,2615883
000515,124832,79120,3787,0,75333,2619670
000516,124648,78448,3385,0,75063,2623055
000517,124237,77332,3339,0,73993,2626394
000518,123611,75554,3348,0,72206,2629742
000519,123045,74383,3413,0,70970,2633155
000520,122601,73796,3692,0,70104,2636847
000521,122479,73209,3776,0,69433,2640623
000522,122486,72898,3645,0,69253,2644268
000523,122236,72080,3194,0,68886,2647462
000524,121717,70849,3227,0,67622,2650689
000525,121045,69462,3977,0,65485,2654666
000526,120287,68191,4185,0,64006,2658851
000527,120125,66718,4045,0,62673,2662896
000528,119738,65841,3750,0,62091,2666646
000529,120071,65594,3374,0,62220,2670020
000530,120346,65718,3331,0,62387,2673351
000531,120645,65528,3118,0,62410,2676469
000532,120804,65250,4466,0,60784,2680935
000533,120749,65054,3835,0,61219,2684770
000534,120622,64160,3779,0,60381,2688549
000535,120616,63695,2828,0,60867,2691377
000536,120590,63251,2354,0,60897,2693731
000537,120616,62994,1966,0,61028,2695697
000538,120766,62771,2898,0,59873,2698595
000539,120804,62602,2933,0,59669,2701528
000540,120797,62462,2468,0,59994,2703996
000541,120843,62319,1801,0,60518,2705797
000542,120780,62153,1531,0,60622,2707328
000543,120767,62128,1190,0,60938,2708518
000544,120765,62135,924,0,61211,2709442
000545,120785,62179,1461,0,60718,2710903
000546,120781,62278,2381,0,59897,2713284
000547,120915,62475,2522,0,59953,2715806
000548,120853,62468,2231,0,60237,2718037
000549,120912,62480,1220,0,61260,2719257
000550,120918,62543,960,0,61583,2720217
000551,120955,62504,1076,0,61428,2721293
000552,120919,62473,1453,0,61020,2722746
000553,120578,62159,1413,0,60746,2724159
000554,120907,62451,1157,0,61294,2725316
000555,120973,62428,1103,0,61325,2726419
000556,120960,62373,1039,0,61334,2727458
000557,120988,62398,1289,0,61109,2728747
000558,120983,62390,1723,0,60667,2730470
000559,121080,62348,2643,0,59705,2733113
000560,120989,62195,2760,0,59435,2735873
000561,120987,61933,2522,0,59411,2738395
000562,121008,61647,2534,0,59113,2740929
000563,121130,61230,2264,0,58966,2743193
000564,121017,60679,2243,0,58436,2745436
000565,120979,60207,2450,0,57757,2747886
000566,120947,59739,2115,0,57624,2750001
000567,121047,59215,2614,0,56601,2752615
000568,121137,58874,3000,0,55874,2755615
000569,121226,58535,2588,0,55947,2758203
000570,121256,57847,2683,0,55164,2760886
000571,121204,57245,2797,0,54448,2763683
000572,121288,56860,2674,0,54186,2766357
000573,121452,56541,2799,0,53742,2769156
000574,121487,56070,2767,0,53303,2771923
000575,121495,55529,3051,0,52478,2774974
000576,121456,55173,3700,0,51473,2778674
000577,121409,54945,4941,0,50004,2783615
000578,121234,54627,4872,0,49755,2788487
000579,121112,54314,6134,0,48180,2794621
000580,120864,53743,5323,0,48420,2799944
000581,120632,53310,5258,0,48052,2805202
000582,120331,53330,5139,0,48191,2810341
000583,119829,53246,5862,0,47384,2816203
000584,119311,53116,6356,0,46760,2822559
000585,118718,52904,5917,0,46987,2828476
000586,118317,52668,4838,0,47830,2833314
000587,117585,52345,3782,0,48563,2837096
000588,116931,52440,3295,0,49145,2840391
000589,116311,53338,4273,0,49065,2844664
000590,115733,54219,4756,0,49463,2849420
000591,115494,55505,5778,0,49727,2855198
000592,115396,57195,5442,0,51753,2860640
000593,115352,58935,4628,0,54307,2865268
000594,115642,60841,4536,0,56305,2869804
000595,115614,62615,3506,0,59109,2873310
000596,115798,64450,3691,0,60759,2877001
000597,114950,65563,3744,0,61819,2880745
000598,114622,67304,3746,0,63558,2884491
000599,113773,68180,3554,0,64626,2888045
000600,113648,68905,3629,0,65276,2891674
000601,113588,70240,3273,0,66967,2894947
000602,113903,71822,3087,0,68735,2898034
000603,114559,73646,3118,0,70528,2901152
000604,115630,75699,2890,0,72809,2904042
000605,116666,77604,2712,0,74892,2906754
000606,117426,78098,2685,0,75413,2909439
000607,118078,78459,3091,0,75368,2912530
000608,118735,78293,2943,0,75350,2915473
000609,119559,78346,3387,0,74959,2918860
000610,119880,78866,2986,0,75880,2921846
000611,120243,79053,2772,0,76281,2924618
000612,120194,78728,3053,0,75675,2927671
000613,120684,79408,3394,0,76014,2931065
000614,121298,79814,3488,0,76326,2934553
000615,121358,79067,3307,0,75760,2937860
000616,121562,79210,3944,0,75266,2941804
000617,121751,77923,4626,0,73297,2946430
000618,121304,75420,5142,0,70278,2951572
000619,120912,73634,5847,0,67787,2957419
000620,120611,71262,5886,0,65376,2963305
000621,119689,67994,6304,0,61690,2969609
000622,119668,66795,6289,0,60506,2975898
000623,120399,65495,6243,0,59252,2982141
000624,121102,64086,6651,0,57435,2988792
000625,121057,63148,6924,0,56224,2995716
000626,120660,62852,6772,0,56080,3002488
000627,119183,61994,5964,0,56030,3008452
000628,117923,61834,5795,0,56039,3014247
000629,117383,64969,6002,0,58967,3020249
000630,116288,67829,5750,0,62079,3025999
000631,115779,69814,6415,0,63399,3032414
000632,115647,71272,5154,0,66118,3037568
000633,116496,72840,5134,0,67706,3042702
000634,117522,74599,4696,0,69903,3047398
000635,118653,76420,4421,0,71999,3051819
000636,118857,77630,4065,0,73565,3055884
000637,119283,78043,3936,0,74107,3059820
000638,119979,77449,3728,0,73721,3063548
000639,119303,76412,3517,0,72895,3067065
000640,119102,76121,3783,0,72338,3070848
000641,118961,75680,3870,0,71810,3074718
000642,118938,75198,4148,0,71050,3078866
000643,118615,75135,4010,0,71125,3082876
000644,118990,77311,4086,0,73225,3086962
000645,119562,79091,4260,0,74831,3091222
000646,119935,80079,4437,0,75642,3095659
000647,119654,79806,4771,0,75035,3100430
000648,119920,79661,4309,0,75352,3104739
000649,119290,79257,4225,0,75032,3108964
000650,118118,77570,4467,0,73103,3113431
000651,117333,76745,4082,0,72663,3117513
000652,116496,75061,3932,0,71129,3121445
000653,115842,72875,3873,0,69002,3125318
000654,116199,72026,3874,0,68152,3129192
000655,116958,71221,3854,0,67367,3133046
000656,118497,71653,3649,0,68004,3136695
000657,119652,72124,3494,0,68630,3140189
000658,119521,70573,3509,0,67064,3143698
000659,118455,69292,3794,0,65498,3147492
000660,118704,70080,3405,0,66675,3150897
000661,118323,71223,3704,0,67519,3154601
000662,118364,73118,3435,0,69683,3158036
000663,118276,72604,3549,0,69055,3161585
000664,117166,70531,3650,0,66881,3165235
000665,115777,70255,3513,0,66742,3168748
000666,115117,69184,3216,0,65968,3171964
000667,115298,69644,3069,0,66575,3175033
000668,115663,71048,3135,0,67913,3178168
000669,114969,71242,3068,0,68174,3181236
000670,115128,69944,2974,0,66970,3184210
