x,y,z,r,g,b
17.729298,9.596884,0.172214,135,216,246
17.736910,9.672845,0.172199,135,216,246
18.164135,9.125201,0.042332,135,216,246
18.085737,9.157174,0.043322,135,216,246
17.988337,9.179151,0.043313,135,216,246
17.922134,9.181140,0.044310,135,216,246
17.895739,9.239105,0.044297,135,216,246
17.886343,9.306067,0.044282,135,216,246
17.905952,9.388025,0.043265,135,216,246
17.826553,9.417998,0.044256,135,216,246
17.768150,9.459968,0.044244,135,216,246
17.737755,9.515934,0.044231,135,216,246
17.708557,9.535919,0.044226,135,216,246
18.043036,9.079216,-0.080663,135,216,246
17.929632,9.093194,-0.079671,135,216,246
17.856232,9.127166,-0.078681,135,216,246
17.810833,9.175133,-0.078694,135,216,246
17.780640,9.194118,-0.078699,135,216,246
17.744240,9.247086,-0.078712,135,216,246
17.726845,9.309049,-0.078726,135,216,246
17.774454,9.406003,-0.079744,135,216,246
17.746058,9.462969,-0.079757,135,216,246
17.805668,9.566920,-0.081776,135,216,246
18.164318,9.088232,-0.224660,135,216,246
18.036911,9.096211,-0.222667,135,216,246
17.961508,9.130182,-0.221677,135,216,246
17.902109,9.171153,-0.220689,135,216,246
17.874716,9.228118,-0.220702,135,216,246
17.843513,9.248103,-0.220708,135,216,246
17.820120,9.307068,-0.220721,135,216,246
17.828724,9.384027,-0.221737,135,216,246
17.807331,9.443992,-0.221751,135,216,246
17.876945,9.552943,-0.223770,135,216,246
18.178226,9.110226,-0.329664,135,216,246
18.059826,9.122204,-0.326671,135,216,246
17.993425,9.160174,-0.325682,135,216,246
17.959028,9.214141,-0.325695,135,216,246
17.924637,9.267107,-0.325708,135,216,246
17.866236,9.309076,-0.324720,135,216,246
17.850040,9.336061,-0.324726,135,216,246
17.849646,9.408021,-0.325741,135,216,246
17.913254,9.513973,-0.328761,135,216,246
17.972862,9.618924,-0.330780,135,216,246
18.196289,9.106235,-0.451662,135,216,246
18.071079,9.080233,-0.447662,135,216,246
18.004679,9.118203,-0.445673,135,216,246
17.963284,9.168170,-0.445685,135,216,246
17.931885,9.224135,-0.445699,135,216,246
17.882488,9.270104,-0.444711,135,216,246
17.882097,9.341066,-0.445726,135,216,246
17.890699,9.418026,-0.447741,135,216,246
17.907503,9.463004,-0.448750,135,216,246
17.962116,9.563956,-0.451769,135,216,246
18.203165,9.130226,-0.585667,135,216,246
18.116961,9.123219,-0.582669,135,216,246
18.046562,9.159191,-0.580680,135,216,246
18.003160,9.209159,-0.580692,135,216,246
17.982769,9.270123,-0.580706,135,216,246
17.937368,9.319090,-0.579719,135,216,246
17.945976,9.395050,-0.581734,135,216,246
17.939583,9.464013,-0.582749,135,216,246
17.984388,9.523986,-0.585760,135,216,246
18.187534,9.053271,-0.704651,135,216,246
18.128136,9.095241,-0.703663,135,216,246
18.039736,9.122215,-0.700672,135,216,246
18.016537,9.146199,-0.700678,135,216,246
17.984140,9.201164,-0.699692,135,216,246
17.943743,9.252132,-0.699704,135,216,246
17.941347,9.323093,-0.700719,135,216,246
17.937954,9.393055,-0.702734,135,216,246
17.930555,9.462017,-0.703749,135,216,246
17.986366,9.526990,-0.706760,135,216,246
17.985970,9.599951,-0.708775,135,216,246
18.208878,9.000307,-0.821639,135,216,246
18.139479,9.037278,-0.819650,135,216,246
18.099083,9.088245,-0.818662,135,216,246
18.039682,9.130215,-0.817674,135,216,246
18.013485,9.152200,-0.816680,135,216,246
17.973083,9.204166,-0.815693,135,216,246
17.948687,9.263131,-0.816706,135,216,246
17.925295,9.322096,-0.816720,135,216,246
17.914896,9.389059,-0.817734,135,216,246
17.953505,9.482014,-0.821752,135,216,246
18.011114,9.584966,-0.826771,135,216,246
18.119324,9.053271,-0.947654,135,216,246
18.039921,9.085243,-0.944664,135,216,246
18.007524,9.140210,-0.944677,135,216,246
17.979328,9.161195,-0.943683,135,216,246
17.954926,9.221160,-0.944697,135,216,246
17.943533,9.286122,-0.945711,135,216,246
17.922136,9.347087,-0.945725,135,216,246
17.940744,9.429046,-0.948742,135,216,246
17.995356,9.529999,-0.954760,135,216,246
18.239265,9.123252,-1.064664,135,216,246
18.154869,9.152226,-1.060674,135,216,246
18.100664,9.161214,-1.058678,135,216,246
18.077269,9.221179,-1.058692,135,216,246
18.027868,9.268147,-1.057704,135,216,246
18.033474,9.343107,-1.059720,135,216,246
17.970076,9.382078,-1.057730,135,216,246
17.973682,9.456039,-1.059746,135,216,246
18.023293,9.554993,-1.065764,135,216,246
18.103100,9.633962,-1.071777,135,216,246
18.124105,9.091261,-1.199662,135,216,246
18.066706,9.134231,-1.197674,135,216,246
18.012306,9.178199,-1.195685,135,216,246
17.998106,9.207182,-1.195692,135,216,246
17.966707,9.263147,-1.195706,135,216,246
17.921310,9.311116,-1.193718,135,216,246
17.908915,9.377079,-1.195732,135,216,246
17.949524,9.470034,-1.200750,135,216,246
18.011135,9.574986,-1.207769,135,216,246
18.311464,9.120273,-1.312660,135,216,246
18.206059,9.140248,-1.306669,135,216,246
18.141663,9.179219,-1.303680,135,216,246
18.083258,9.222188,-1.301692,135,216,246
18.067064,9.249171,-1.300698,135,216,246
18.042665,9.309135,-1.301712,135,216,246
18.006271,9.362103,-1.300725,135,216,246
17.956875,9.408072,-1.299737,135,216,246
18.016479,9.513023,-1.306756,135,216,246
17.952084,9.550995,-1.303767,135,216,246
17.988689,9.643950,-1.309784,135,216,246
18.052494,9.714921,-1.316796,135,216,246
11.411106,8.895143,0.698002,99,204,213
11.376711,8.926117,0.697993,99,204,213
11.345310,8.960091,0.696984,99,204,213
11.324918,9.002062,0.697975,99,204,213
11.317523,9.055032,0.698964,99,204,213
11.403099,8.888149,0.605002,99,204,213
11.369899,8.891140,0.603999,99,204,213
11.344498,8.930113,0.603990,99,204,213
11.354113,8.995078,0.605978,99,204,213
11.400733,9.090035,0.607963,99,204,213
11.476161,8.936142,0.537998,99,204,213
11.431761,8.960119,0.537990,99,204,213
11.404559,8.968108,0.536987,99,204,213
11.376164,9.004081,0.536978,99,204,213
11.444246,8.896163,0.426004,99,204,213
11.383845,8.907143,0.425997,99,204,213
11.374451,8.958113,0.425987,99,204,213
11.365252,8.980099,0.425982,99,204,213
11.465167,8.923157,0.352000,99,204,213
11.431772,8.955132,0.351991,99,204,213
11.379563,8.944126,0.350990,99,204,213
11.371168,8.996095,0.351979,99,204,213
11.402290,8.853187,0.250009,99,204,213
11.347894,8.868166,0.249002,99,204,213
11.311492,8.898141,0.248994,99,204,213
11.328293,8.941121,0.249987,99,204,213
11.586607,8.951178,0.181003,99,204,213
11.517204,8.956160,0.180997,99,204,213
11.462805,8.972137,0.180990,99,204,213
11.456409,9.026106,0.180980,99,204,213
11.456214,9.055090,0.180974,99,204,213
11.545735,8.898202,0.087011,99,204,213
11.485332,8.910182,0.088004,99,204,213
11.447936,8.939157,0.087996,99,204,213
11.411537,8.969132,0.087987,99,204,213
11.416146,9.031099,0.087976,99,204,213
11.547770,8.893210,-0.002988,99,204,213
11.486367,8.904191,-0.001995,99,204,213
11.457966,8.941163,-0.002004,99,204,213
11.408565,8.961142,-0.002011,99,204,213
11.396175,9.009111,-0.002022,99,204,213
11.574916,8.891223,-0.104986,99,204,213
11.518514,8.906202,-0.104993,99,204,213
11.494114,8.946174,-0.105002,99,204,213
11.457717,8.976149,-0.105011,99,204,213
11.470329,9.044114,-0.106023,99,204,213
11.615767,8.944206,-0.181993,99,204,213
11.565560,8.935201,-0.180995,99,204,213
11.533159,8.969173,-0.181004,99,204,213
11.499766,9.001149,-0.181013,99,204,213
11.466366,9.034123,-0.181021,99,204,213
11.546489,8.929204,-0.267995,99,204,213
11.508089,8.958179,-0.268004,99,204,213
11.490890,8.974166,-0.268008,99,204,213
11.444491,8.996143,-0.267016,99,204,213
11.481109,9.083104,-0.269030,99,204,213
11.602500,8.970199,-0.366999,99,204,213
11.547098,8.986177,-0.366006,99,204,213
11.527895,9.001164,-0.366011,99,204,213
11.492498,9.032139,-0.365019,99,204,213
11.556345,8.955201,-0.453000,99,204,213
11.519949,8.985176,-0.452008,99,204,213
11.560753,9.047151,-0.456017,99,204,213
11.508352,9.065128,-0.454024,99,204,213
11.546416,8.935214,-0.535996,99,204,213
11.532023,8.982185,-0.537007,99,204,213
11.482618,9.003162,-0.536014,99,204,213
11.482424,9.032146,-0.537020,99,204,213
11.546528,8.917229,-0.628993,99,204,213
11.513126,8.950203,-0.629002,99,204,213
11.475732,8.979178,-0.628010,99,204,213
11.456339,9.022151,-0.629020,99,204,213
11.590207,8.998198,-0.712006,99,204,213
11.524797,9.007178,-0.710012,99,204,213
11.527605,9.038162,-0.711018,99,204,213
11.497203,9.074136,-0.711027,99,204,213
11.553313,8.951221,-0.810999,99,204,213
11.511911,8.978196,-0.810007,99,204,213
11.484516,9.015170,-0.810016,99,204,213
11.468315,9.032157,-0.810021,99,204,213
11.629400,8.997216,-0.890003,99,204,213
11.589998,9.026192,-0.889011,99,204,213
11.549596,9.054167,-0.888019,99,204,213
11.566207,9.126132,-0.892032,99,204,213
11.587543,8.941243,-0.981995,99,204,213
11.538139,8.962220,-0.980002,99,204,213
11.517741,9.005192,-0.981012,99,204,213
11.490347,9.042165,-0.981021,99,204,213
11.509953,9.117128,-0.986034,99,204,213
11.641631,8.969243,-1.070996,99,204,213
11.566232,8.969227,-1.066002,99,204,213
11.535835,9.004201,-1.066011,99,204,213
11.511436,9.044173,-1.067020,99,204,213
11.505042,9.098142,-1.069031,99,204,213
11.600776,8.914269,-1.152988,99,204,213
11.539374,8.925250,-1.148995,99,204,213
11.511979,8.962223,-1.150004,99,204,213
11.488585,9.002195,-1.150014,99,204,213
11.484186,9.058164,-1.153025,99,204,213
11.387229,6.579650,-1.100465,99,204,213
11.371662,8.183639,-1.185855,99,204,213
11.282258,8.173625,-1.177860,99,204,213
11.608536,8.954254,-1.249996,99,204,213
11.541334,8.931252,-1.242996,99,204,213
11.456923,8.925236,-1.236001,99,204,213
11.468534,8.992201,-1.241013,99,204,213
11.455139,9.040173,-1.243023,99,204,213
11.180708,8.882196,-1.212013,99,204,213
11.080738,9.240978,-1.227087,99,204,213
11.183356,9.386925,-1.244107,99,204,213
11.056964,9.491840,-1.241134,99,204,213
10.851542,9.375854,-1.219128,99,204,213
11.846153,6.486816,-1.218403,99,204,213
11.463314,6.492729,-1.183435,99,204,213
11.526912,6.577686,-1.193453,99,204,213
11.397505,6.551675,-1.180457,99,204,213
11.269709,7.439071,-1.218693,99,204,213
11.173116,7.709881,-1.226765,99,204,213
11.173915,7.736865,-1.227771,99,204,213
11.339355,8.063706,-1.261831,99,204,213
11.314956,8.100679,-1.261841,99,204,213
10.895506,7.987647,-1.219850,99,204,213
10.884716,8.085587,-1.224873,99,204,213
10.959131,8.221524,-1.239896,99,204,213
11.511645,8.860289,-1.325984,99,204,213
11.415231,8.845276,-1.316988,99,204,213
11.243813,8.770279,-1.298986,99,204,213
11.375636,8.901236,-1.318002,99,204,213
11.332236,8.925213,-1.316010,99,204,213
11.320843,8.974183,-1.318020,99,204,213
11.276438,8.998159,-1.316028,99,204,213
11.086621,8.963135,-1.298035,99,204,213
11.086424,8.992119,-1.300041,99,204,213
11.164648,9.173039,-1.319069,99,204,213
11.090244,9.171023,-1.313074,99,204,213
11.021838,9.174006,-1.307080,99,204,213
11.018447,9.229976,-1.311090,99,204,213
10.990047,9.265949,-1.311099,99,204,213
10.996856,9.300932,-1.314104,99,204,213
11.052471,9.407888,-1.325120,99,204,213
10.880049,9.321895,-1.306116,99,204,213
10.985669,9.472838,-1.325136,99,204,213
10.817253,9.387845,-1.305133,99,204,213
10.925488,9.602757,-1.329162,99,204,213
10.991306,9.690727,-1.340173,99,204,213
11.902907,6.185035,-1.296314,99,204,213
11.812507,6.185017,-1.287322,99,204,213
11.931106,6.295966,-1.305343,99,204,213
11.847901,6.275962,-1.296344,99,204,213
11.808498,6.302936,-1.293355,99,204,213
11.707088,6.296918,-1.283361,99,204,213
11.957706,6.479848,-1.317392,99,204,213
11.944303,6.521817,-1.318404,99,204,213
11.809896,6.496805,-1.304408,99,204,213
11.809492,6.545773,-1.306421,99,204,213
11.514277,6.405802,-1.270407,99,204,213
11.507879,6.449771,-1.272420,99,204,213
11.542476,6.517733,-1.279436,99,204,213
11.509068,6.547706,-1.278446,99,204,213
11.394658,6.530692,-1.266451,99,204,213
11.415267,6.589657,-1.271466,99,204,213
11.212049,6.496674,-1.246458,99,204,213
11.199651,6.536644,-1.247470,99,204,213
11.470263,6.743567,-1.285502,99,204,213
11.471663,7.066358,-1.304585,99,204,213
11.406256,7.076336,-1.298593,99,204,213
11.410060,7.357159,-1.315662,99,204,213
11.298653,7.336146,-1.304666,99,204,213
11.283253,7.377117,-1.305677,99,204,213
11.352867,7.473073,-1.317695,99,204,213
11.212651,7.407082,-1.300690,99,204,213
11.217255,7.461049,-1.304703,99,204,213
11.282864,7.556005,-1.316720,99,204,213
11.235461,7.575982,-1.313729,99,204,213
11.190061,7.596959,-1.310737,99,204,213
11.222659,7.671920,-1.317752,99,204,213
11.213260,7.717890,-1.319764,99,204,213
11.192056,7.729877,-1.318768,99,204,213
11.162656,7.761851,-1.318778,99,204,213
11.338881,7.990755,-1.348815,99,204,213
11.135463,7.900761,-1.324811,99,204,213
11.392695,8.191648,-1.366855,99,204,213
11.157474,8.049677,-1.336843,99,204,213
11.017063,8.001673,-1.320843,99,204,213
10.828639,7.918677,-1.298841,99,204,213
10.972260,8.076617,-1.321864,99,204,213
10.929854,8.099593,-1.319872,99,204,213
11.462525,8.548458,-1.396925,99,204,213
11.590340,8.672417,-1.416941,99,204,213
11.654951,8.778371,-1.428958,99,204,213
11.571546,8.773355,-1.421963,99,204,213
11.317122,8.637374,-1.389954,99,204,213
11.461742,8.805313,-1.413977,99,204,213
11.300331,8.738314,-1.394976,99,204,213
11.480955,8.936245,-1.425001,99,204,213
11.221722,8.764281,-1.389987,99,204,213
11.206326,8.809253,-1.391997,99,204,213
11.212938,8.871220,-1.397008,99,204,213
11.289153,9.049139,-1.416037,99,204,213
10.956718,8.840178,-1.373021,99,204,213
11.148347,9.053105,-1.404048,99,204,213
11.194160,9.119081,-1.413057,99,204,213
11.093746,9.097069,-1.402060,99,204,213
11.011342,9.088055,-1.395064,99,204,213
11.140966,9.253995,-1.418086,99,204,213
10.995551,9.192994,-1.401085,99,204,213
11.000159,9.255961,-1.406096,99,204,213
10.931956,9.227961,-1.398096,99,204,213
11.028579,9.368909,-1.416114,99,204,213
11.021178,9.423878,-1.420125,99,204,213
10.922771,9.399867,-1.410127,99,204,213
10.953382,9.486830,-1.419140,99,204,213
10.677946,9.308858,-1.383129,99,204,213
10.837580,9.507792,-1.410152,99,204,213
11.746243,5.489493,-1.326123,99,204,213
11.655632,5.627376,-1.324172,99,204,213
11.841445,5.739335,-1.349191,99,204,213
11.994852,6.001183,-1.379255,99,204,213
11.546011,5.870182,-1.325253,99,204,213
11.559812,5.900164,-1.328261,99,204,213
11.441398,5.886147,-1.315266,99,204,213
11.521001,5.973104,-1.328285,99,204,213
11.482599,5.999078,-1.326296,99,204,213
11.690213,6.154015,-1.356323,99,204,213
11.779823,6.247970,-1.370342,99,204,213
11.716613,6.238963,-1.363344,99,204,213
11.495192,6.168963,-1.336343,99,204,213
11.511790,6.224928,-1.341357,99,204,213
11.721412,6.384864,-1.372385,99,204,213
11.640999,6.389844,-1.364393,99,204,213
11.766616,6.505794,-1.383414,99,204,213
11.723209,6.530767,-1.380424,99,204,213
11.450987,6.403793,-1.345412,99,204,213
11.667604,6.572727,-1.377440,99,204,213
11.442181,6.494730,-1.350438,99,204,213
11.391770,6.514705,-1.346447,99,204,213
11.134344,6.415714,-1.314442,99,204,213
11.495980,6.670625,-1.365480,99,204,213
11.284569,6.595627,-1.340478,99,204,213
11.282367,6.618611,-1.341484,99,204,213
11.497992,6.792544,-1.373512,99,204,213
11.559190,6.928470,-1.387543,99,204,213
11.422777,6.896460,-1.372546,99,204,213
11.491392,6.986417,-1.384563,99,204,213
11.340172,6.920426,-1.365559,99,204,213
11.216761,6.894414,-1.351562,99,204,213
11.377376,7.042355,-1.376587,99,204,213
11.525998,7.183299,-1.400610,99,204,213
11.512593,7.226268,-1.401622,99,204,213
11.181159,7.069293,-1.358610,99,204,213
11.359783,7.231230,-1.386635,99,204,213
11.362585,7.258214,-1.388642,99,204,213
11.471199,7.378163,-1.407662,99,204,213
11.293383,7.366130,-1.388674,99,204,213
11.184967,7.347117,-1.377678,99,204,213
11.236580,7.431076,-1.387694,99,204,213
11.158169,7.431057,-1.379701,99,204,213
11.183977,7.473038,-1.385709,99,204,213
11.168578,7.514009,-1.386719,99,204,213
11.241183,7.614963,-1.400737,99,204,213
11.279792,7.692924,-1.408752,99,204,213
11.212390,7.698905,-1.402759,99,204,213
11.239000,7.768869,-1.410773,99,204,213
11.111784,7.707876,-1.393770,99,204,213
11.346415,7.922801,-1.430799,99,204,213
11.064977,7.780821,-1.394790,99,204,213
11.077189,7.893755,-1.403815,99,204,213
11.114796,7.973716,-1.412829,99,204,213
11.231216,8.137647,-1.434856,99,204,213
11.045796,8.057651,-1.411853,99,204,213
11.124411,8.168604,-1.426871,99,204,213
11.708708,8.707427,-1.519939,99,204,213
11.489280,8.602438,-1.491934,99,204,213
11.398874,8.591423,-1.481939,99,204,213
11.297657,8.544427,-1.469937,99,204,213
11.040225,8.406446,-1.435928,99,204,213
11.170846,8.561388,-1.458950,99,204,213
11.140447,8.594362,-1.458959,99,204,213
11.268075,8.748305,-1.480980,99,204,213
11.127656,8.697302,-1.464980,99,204,213
10.929431,8.571325,-1.437970,99,204,213
11.154076,8.802249,-1.474999,99,204,213
11.041663,8.771240,-1.462002,99,204,213
11.016258,8.809213,-1.463011,99,204,213
11.096881,8.930165,-1.479028,99,204,213
11.028477,8.933147,-1.473034,99,204,213
10.672024,8.703190,-1.424017,99,204,213
10.910864,8.925124,-1.462041,99,204,213
11.018493,9.070070,-1.482060,99,204,213
10.988091,9.104045,-1.482069,99,204,213
10.979696,9.156015,-1.485079,99,204,213
10.934298,9.176993,-1.483086,99,204,213
10.840887,9.157982,-1.473090,99,204,213
10.762480,9.150967,-1.466094,99,204,213
10.796289,9.208943,-1.473102,99,204,213
10.632869,9.128947,-1.452100,99,204,213
10.891521,9.408861,-1.497131,99,204,213
12.365777,5.600537,-1.476109,99,204,213
12.286371,5.611514,-1.467118,99,204,213
11.911350,5.554482,-1.423130,99,204,213
11.896949,5.593451,-1.423143,99,204,213
11.976555,5.676409,-1.436161,99,204,213
11.797142,5.637401,-1.415164,99,204,213
11.610930,5.571410,-1.390159,99,204,213
11.956537,5.784329,-1.440195,99,204,213
11.826131,5.767314,-1.425200,99,204,213
11.965734,5.882263,-1.446223,99,204,213
11.820923,5.904218,-1.432240,99,204,213
11.873526,5.977178,-1.442258,99,204,213
11.858323,5.993164,-1.441263,99,204,213
11.746911,5.984147,-1.428270,99,204,213
11.637503,5.975130,-1.416276,99,204,213
11.684110,6.045092,-1.425292,99,204,213
11.514696,6.004084,-1.404294,99,204,213
11.286287,5.930086,-1.375292,99,204,213
11.550897,6.116014,-1.415323,99,204,213
11.402685,6.061020,-1.395320,99,204,213
11.346282,6.076997,-1.390329,99,204,213
11.370879,6.136961,-1.396344,99,204,213
11.375477,6.185928,-1.400358,99,204,213
11.510078,6.306875,-1.421380,99,204,213
11.319671,6.248873,-1.397380,99,204,213
11.337473,6.281854,-1.401388,99,204,213
11.277063,6.295831,-1.396397,99,204,213
11.348667,6.382788,-1.409415,99,204,213
11.309265,6.407762,-1.406425,99,204,213
11.371868,6.490720,-1.418442,99,204,213
11.345464,6.523692,-1.417454,99,204,213
11.455071,6.634643,-1.436474,99,204,213
11.375861,6.613639,-1.426475,99,204,213
11.142452,6.524645,-1.396471,99,204,213
11.193048,6.602604,-1.406488,99,204,213
11.002635,6.537604,-1.382487,99,204,213
11.145248,6.669549,-1.405510,99,204,213
11.171849,6.733512,-1.412524,99,204,213
11.080443,6.726496,-1.402530,99,204,213
11.122241,6.776473,-1.409540,99,204,213
11.105844,6.814444,-1.410551,99,204,213
11.081437,6.848416,-1.410562,99,204,213
11.100040,6.908381,-1.416576,99,204,213
11.104639,6.960349,-1.420589,99,204,213
11.049236,6.974327,-1.415597,99,204,213
11.194049,7.090286,-1.437614,99,204,213
11.095634,7.078270,-1.426620,99,204,213
11.141238,7.157230,-1.436635,99,204,213
11.118841,7.192203,-1.436646,99,204,213
11.079443,7.216178,-1.434655,99,204,213
11.234058,7.367119,-1.460679,99,204,213
11.138645,7.356104,-1.450684,99,204,213
11.251455,7.456068,-1.468699,99,204,213
11.263059,7.515034,-1.473712,99,204,213
11.158648,7.497020,-1.461716,99,204,213
11.194258,7.571982,-1.470731,99,204,213
11.246861,7.659941,-1.482747,99,204,213
11.245465,7.710909,-1.485759,99,204,213
11.173059,7.713890,-1.478766,99,204,213
11.104853,7.692887,-1.470767,99,204,213
10.994448,7.667876,-1.457770,99,204,213
11.074055,7.775830,-1.472788,99,204,213
10.964649,7.750819,-1.460792,99,204,213
10.973248,7.809785,-1.465804,99,204,213
11.001853,7.882748,-1.473818,99,204,213
11.113670,7.988711,-1.492833,99,204,213
11.138270,8.060675,-1.499847,99,204,213
11.418901,8.318588,-1.546880,99,204,213
10.980457,8.053641,-1.483858,99,204,213
11.455112,8.456517,-1.559906,99,204,213
11.496722,8.543477,-1.570921,99,204,213
11.095284,8.300524,-1.513902,99,204,213
11.160091,8.376495,-1.524912,99,204,213
11.064681,8.360481,-1.514917,99,204,213
11.198304,8.516424,-1.539938,99,204,213
11.145904,8.532402,-1.535946,99,204,213
11.055496,8.519389,-1.525950,99,204,213
11.113104,8.620345,-1.538966,99,204,213
11.039702,8.619329,-1.531972,99,204,213
10.960497,8.585329,-1.521971,99,204,213
10.976100,8.654294,-1.528983,99,204,213
10.738673,8.523311,-1.495976,99,204,213
10.815285,8.640264,-1.511993,99,204,213
10.993917,8.839195,-1.544018,99,204,213
11.025525,8.922157,-1.554032,99,204,213
10.896113,8.875153,-1.538033,99,204,213
10.891911,8.901137,-1.540038,99,204,213
11.055544,9.092072,-1.570062,99,204,213
10.990141,9.097054,-1.564068,99,204,213
10.853724,9.043051,-1.547068,99,204,213
10.797318,9.055032,-1.543074,99,204,213
10.693913,9.026022,-1.531076,99,204,213
10.640710,9.010018,-1.524078,99,204,213
10.734332,9.146967,-1.544096,99,204,213
10.799941,9.262921,-1.560112,99,204,213
10.918570,9.423863,-1.583132,99,204,213
12.320380,5.393676,-1.529050,99,204,213
12.442190,5.469646,-1.548064,99,204,213
12.308781,5.457629,-1.531070,99,204,213
12.292371,5.497598,-1.532084,99,204,213
12.095963,5.455591,-1.506086,99,204,213
12.117559,5.511555,-1.512101,99,204,213
12.022149,5.514534,-1.501109,99,204,213
12.052741,5.575497,-1.508125,99,204,213
12.035548,5.589484,-1.507131,99,204,213
11.776117,5.516484,-1.473129,99,204,213
11.772722,5.559453,-1.475142,99,204,213
11.693306,5.568431,-1.466151,99,204,213
11.779915,5.654387,-1.481170,99,204,213
11.780505,5.701354,-1.484184,99,204,213
11.566090,5.643351,-1.456184,99,204,213
11.597892,5.681331,-1.462193,99,204,213
11.638496,5.746293,-1.470209,99,204,213
11.618091,5.782264,-1.470221,99,204,213
11.576688,5.807237,-1.466232,99,204,213
11.531275,5.831211,-1.463243,99,204,213
11.496874,5.859184,-1.460254,99,204,213
11.384665,5.825184,-1.446253,99,204,213
11.404260,5.881149,-1.451268,99,204,213
11.473869,5.962107,-1.464286,99,204,213
11.303451,5.920100,-1.442288,99,204,213
11.224042,5.924079,-1.433296,99,204,213
11.240644,5.978045,-1.438310,99,204,213
11.250233,6.030011,-1.443324,99,204,213
11.215039,6.033001,-1.439328,99,204,213
11.135623,6.036980,-1.430336,99,204,213
11.083220,6.053957,-1.426345,99,204,213
10.969806,6.037942,-1.412351,99,204,213
11.000408,6.099905,-1.419366,99,204,213
11.042017,6.167868,-1.428381,99,204,213
11.163625,6.281817,-1.449403,99,204,213
11.112416,6.276809,-1.443406,99,204,213
11.094015,6.312780,-1.443417,99,204,213
11.120622,6.373745,-1.450432,99,204,213
11.088212,6.402718,-1.448443,99,204,213
11.089810,6.450686,-1.451456,99,204,213
11.037401,6.467662,-1.447465,99,204,213
11.110216,6.532635,-1.459476,99,204,213
11.085814,6.565608,-1.459487,99,204,213
10.966393,6.543594,-1.444492,99,204,213
11.029002,6.627553,-1.457509,99,204,213
10.987596,6.650527,-1.453518,99,204,213
10.966199,6.684500,-1.453529,99,204,213
10.939794,6.716473,-1.453540,99,204,213
11.006598,6.781446,-1.464551,99,204,213
11.063213,6.863405,-1.476568,99,204,213
10.964800,6.851389,-1.465573,99,204,213
10.986402,6.913354,-1.471587,99,204,213
10.971000,6.952325,-1.472598,99,204,213
10.994609,7.015290,-1.479612,99,204,213
11.080217,7.119243,-1.496631,99,204,213
11.138030,7.180218,-1.506641,99,204,213
11.054616,7.177200,-1.497648,99,204,213
11.116223,7.267158,-1.510665,99,204,213
10.926800,7.194159,-1.484663,99,204,213
